name,market,city,status,efficiency_score,total_funding
StrongView, Enterprise Software ,Redwood City,operating,29.6,38100000.0
Swipely, Payments ,Providence,operating,29.6,40500000.0
Telltale Games, Games ,San Rafael,operating,29.6,14400000.0
Ubicom, Software ,San Jose,operating,29.6,69620386.0
VIDA Diagnostics, Biotechnology ,Coralville,operating,29.6,2800000.0
Videology, Video ,Baltimore,operating,29.6,134191580.0
Violin Memory, Technology ,Santa Clara,operating,29.6,268412808.0
Visto, Mobile ,Sunnyvale,operating,29.6,156000000.0
Webvanta, Public Relations ,Sebastopol,operating,29.6,1060618.0
ADstruc, Outdoor Advertising ,New York,operating,29.5,3118000.0
Advanced Cell Diagnostics, Biotechnology ,Hayward,operating,29.5,18800000.0
AOptix Technologies, Biotechnology ,Campbell,operating,29.5,69900000.0
Basys, Software ,Linthicum Heights,operating,29.5,3742188.0
Batanga Media, Advertising ,Coral Gables,operating,29.5,53500000.0
BOLT Solutions, Finance ,New York,operating,29.5,29786274.0
Boston Power, Technology ,Westborough,operating,29.5,350600000.0
Bug Labs, Open Source ,New York,operating,29.5,7500000.0
Cafe Press, E-Commerce ,Louisville,operating,29.5,15500000.0
Carnot Compression, Oil & Gas ,Scotts Valley,operating,29.5,400000.0
Cellufun, Games ,New York,operating,29.5,8014076.0
Christini Technologies, Manufacturing ,Philadelphia,operating,29.5,974709.0
Cleveland BioLabs, Biotechnology ,Buffalo,operating,29.5,12226557.0
Clever Cloud Computing, Big Data ,Houghton,operating,29.5,0.0
ClickFacts, Software ,San Francisco,operating,29.5,847708.0
cliniq.ly, Health and Wellness ,Seattle,operating,29.5,150000.0
Cloud Engines, Internet ,San Francisco,operating,29.5,37253180.0
Coloraderdam®,Unknown,Grand Junction,operating,29.5,0.0
Concert Pharmaceuticals, Health Care ,Lexington,operating,29.5,99500000.0
Cooledge Lighting, Clean Technology ,Austin,operating,29.5,14119944.0
CoPromote, Social Media ,New York,operating,29.5,2550000.0
Cornerstone Pharmaceuticals, Biotechnology ,Cranbury,operating,29.5,19179100.0
Cortex Pharmaceuticals, Biotechnology ,Irvine,operating,29.5,8378011.0
Cryoport, Bio-Pharm ,Lake Forest,operating,29.5,24836693.0
Cytori Therapeutics, Biotechnology ,San Diego,operating,29.5,54751700.0
DISKOVRe,Unknown,Little Rock,operating,29.5,0.0
Disqus, Venture Capital ,San Francisco,operating,29.5,10500000.0
EGEN, Biotechnology ,Huntsville,operating,29.5,23417332.0
Eiger BioPharmaceuticals, Biotechnology ,San Carlos,operating,29.5,14113123.0
Eleven Biotherapeutics, Health Care ,Cambridge,operating,29.5,75000000.0
EndoStim, Biotechnology ,St Louis,operating,29.5,42472579.0
EnergySavvy.com, Software ,Seattle,operating,29.5,14193058.0
Enlighted, Home Automation ,Sunnyvale,operating,29.5,55625000.0
Entone Technologies, Hardware + Software ,Cupertino,operating,29.5,24000000.0
Esperion Therapeutics, Health Care ,Plymouth,operating,29.5,55750000.0
EveryScape, Curated Web ,Newton,operating,29.5,17500000.0
Evogen, Security ,Kansas City,operating,29.5,4893742.0
eXelate, Big Data Analytics ,New York,operating,29.5,32000000.0
ExtraHop Networks, Information Technology ,Seattle,operating,29.5,60100000.0
Extreme Reach, Advertising ,Needham,operating,29.5,148100029.0
Fixmo Carrier Services, Wireless ,Issaquah,operating,29.5,11035782.0
Foundation Radiology Group, Biotechnology ,Pittsburgh,operating,29.5,18500000.0
FTRANS, Software ,Atlanta,operating,29.5,14060000.0
Fusion Telecommunications, Communications Infrastructure ,New York,operating,29.5,24210500.0
Genius.com, Marketing Automation ,San Mateo,operating,29.5,40927053.0
HemoShear, Biotechnology ,Charlottesville,operating,29.5,13150000.0
Hosted Systems, Search ,Maumelle,operating,29.5,0.0
Iconic Therapeutics, Biotechnology ,Atlanta,operating,29.5,22500000.0
Icontrol Networks, Security ,Redwood City,operating,29.5,93500000.0
InSite Wireless, Mobile ,Alexandria,operating,29.5,25952539.0
Intronis, Storage ,Boston,operating,29.5,25900000.0
ItsOn, Mobile ,Redwood City,operating,29.5,40057776.0
Juventas Therapeutics, Biotechnology ,Cleveland,operating,29.5,27500000.0
Lavante, Enterprise Software ,San Jose,operating,29.5,8500000.0
LensAR, Health Care ,Orlando,operating,29.5,161521818.0
LP Amina, Clean Energy ,Charlotte,operating,29.5,34400000.0
Lumos Labs, Curated Web ,San Francisco,operating,29.5,67500000.0
Magnum Semiconductor, Semiconductors ,Milpitas,operating,29.5,70273798.0
MapR Technologies, Big Data Analytics ,San Jose,operating,29.5,173999994.0
Marketo, Optimization ,San Mateo,operating,29.5,108400000.0
Medsphere Systems, Software ,Carlsbad,operating,29.5,24252578.0
Modenus Media, Curated Web ,Lancaster,operating,29.5,450000.0
Monteris Medical, Medical Devices ,Plymouth,operating,29.5,77468460.0
"Moon Express, Inc.", Space Travel ,Moffett Field,operating,29.5,37500000.0
MoviePass, Games ,New York,operating,29.5,3700000.0
My Damn Channel, Video ,El Segundo,operating,29.5,8655804.0
Neuros Medical, Health Care ,Willoughby,operating,29.5,12785029.0
Next Step Living, Clean Technology ,Boston,operating,29.5,61718268.0
On-Ramp Wireless, Smart Grid ,San Diego,operating,29.5,118584455.0
OncoMed Pharmaceuticals, Health Care ,Redwood City,operating,29.5,196249996.0
Optimum Energy, M2M ,Seattle,operating,29.5,22755423.0
Penguin Computing, Software ,San Francisco,operating,29.5,19392757.0
Phunware, Mobile ,Tustin,operating,29.5,38380000.0
Powerhouse Dynamics, Clean Technology ,Newton,operating,29.5,12366014.0
Powerit Solutions, Industrial Energy Efficiency ,Seattle,operating,29.5,24656275.0
Prepared Response, Enterprise Software ,Kirkland,operating,29.5,7119399.0
Prosetta, Biotechnology ,San Francisco,operating,29.5,4039850.0
Protea Biosciences Group, Biotechnology ,Morgantown,operating,29.5,7886028.0
Proxy Technologies, Software ,Reston,operating,29.5,2964673.0
Radius, Marketing Automation ,San Francisco,operating,29.5,78850000.0
Resonate, Politics ,Reston,operating,29.5,29000000.0
RingCentral, Technology ,San Mateo,operating,29.5,44000000.0
RiseSmart, Enterprise Software ,San Jose,operating,29.5,23600000.0
Scale Computing, Enterprise Software ,Indianapolis,operating,29.5,43000000.0
SecondMarket, Startups ,New York,operating,29.5,34150000.0
Shopatron, Mobile Commerce ,San Luis Obispo,operating,29.5,10000000.0
Sientra, Health Care ,Santa Barbara,operating,29.5,150000000.0
Siluria Technologies, Nanotechnology ,San Francisco,operating,29.5,99468875.0
Silver Fox Events, Entertainment ,Streator,operating,29.5,0.0
Soft Machines, Semiconductors ,Santa Clara,operating,29.5,220887796.0
South Valley CrossFit, Sports ,Visalia,operating,29.5,0.0
Sport Ngin, Software ,Minneapolis,operating,29.5,39129500.0
StreetfaireHD, Entertainment ,Columbia,operating,29.5,0.0
StudyBlue, File Sharing ,San Francisco,operating,29.5,20153939.0
Tango Networks, Mobile ,Frisco,operating,29.5,37479368.0
ThisNext, Social Buying ,Santa Monica,operating,29.5,8699999.0
Tocagen, Biotechnology ,San Diego,operating,29.5,68907032.0
Trax Technologies, Supply Chain Management ,Scottsdale,operating,29.5,15000000.0
Trevena, Biotechnology ,King Of Prussia,operating,29.5,129000000.0
TriReme Medical, Health Care ,Pleasanton,operating,29.5,57554997.0
UIEvolution, Mobile Software Tools ,Kirkland,operating,29.5,17999996.0
VenueJam, News ,Fullerton,operating,29.5,0.0
Versie Christian Companion, Consulting ,Las Vegas,operating,29.5,0.0
Virtual Instruments Corporation, Enterprise Software ,San Jose,operating,29.5,76510586.0
Voci Technologies, Enterprise Software ,Pittsburgh,operating,29.5,5420000.0
Vomaris Innovations, Health Care ,Chandler,operating,29.5,10200000.0
Vorbeck Materials, Hardware + Software ,Jessup,operating,29.5,20686530.0
Vringo, Mobile ,New York,operating,29.5,33632000.0
WePay, Developer APIs ,Palo Alto,operating,29.5,34150000.0
1000museums.com, Curated Web ,Bellevue,operating,29.4,4962651.0
Acumatica, Development Platforms ,Kirkland,operating,29.4,23300000.0
Airspan Networks, Mobile ,Boca Raton,operating,29.4,76636000.0
Aravo Solutions, Enterprise Software ,San Francisco,operating,29.4,39868500.0
Augmenix, Health Care ,Waltham,operating,29.4,20900000.0
BillGuard, IT and Cybersecurity ,New York,operating,29.4,16500000.0
BioKier, Biotechnology ,Chapel Hill,operating,29.4,1334999.0
Blue Belt Technologies, Biotechnology ,Pittsburgh,operating,29.4,41431808.0
Brickstream, Retail ,Norcross,operating,29.4,30168583.0
BUILD, Enterprise Software ,Redwood City,operating,29.4,705000.0
Calient Technologies, Data Centers ,Goleta,operating,29.4,58136220.0
Calithera Biosciences, Biotechnology ,South San Francisco,operating,29.4,104999998.0
Cardax Pharma, Biotechnology ,Honolulu,operating,29.4,4007170.0
Cebix, Biotechnology ,La Jolla,operating,29.4,96287638.0
Certified Security Solutions, Software ,Independence,operating,29.4,275000.0
CivicScience, Analytics ,Pittsburgh,operating,29.4,4900000.0
ClearFlow, Health Care ,Bend,operating,29.4,17970587.0
Clinicient, Software ,Portland,operating,29.4,24185166.0
Clinverse, Software ,Raleigh,operating,29.4,15600000.0
Closely, Local Search ,Denver,operating,29.4,6998845.0
Constellation Pharmaceuticals, Biotechnology ,Cambridge,operating,29.4,154450000.0
Cybera, Security ,Franklin,operating,29.4,22394393.0
Cynvenio Biosystems, Biotechnology ,Westlake Village,operating,29.4,20325885.0
Dali Wireless, Mobile ,Palo Alto,operating,29.4,23266951.0
Daylight Solutions, Biotechnology ,San Diego,operating,29.4,31000000.0
Diffusion Pharmaceuticals, Biotechnology ,Charlottesville,operating,29.4,27227197.0
Dwolla, Software ,Des Moines,operating,29.4,32505000.0
Edison Pharmaceuticals, Biotechnology ,Mountain View,operating,29.4,80128582.0
Enkata Technologies, Business Intelligence ,San Mateo,operating,29.4,17280000.0
EO2 Concepts, Biotechnology ,San Antonio,operating,29.4,8298202.0
Fidelis Security Systems, Enterprise Software ,Bethesda,operating,29.4,28415704.0
Fluxion Biosciences, Biotechnology ,South San Francisco,operating,29.4,9000000.0
Flywheel, Transportation ,Redwood City,operating,29.4,34855000.0
GenSpera, Biotechnology ,San Antonio,operating,29.4,20010328.0
GlobeImmune, Biotechnology ,Louisville,operating,29.4,44956440.0
GreenWizard, Software ,Mount Pleasant,operating,29.4,5900000.0
Hamilton Thorne, Hardware + Software ,Beverly,operating,29.4,5860659.0
Harmony Information Systems, Software ,Reston,operating,29.4,42000000.0
Hook Mobile, App Marketing ,Vienna,operating,29.4,962574.0
Horizon Pharma, Health Care ,Northbrook,operating,29.4,462000000.0
HubCast, Enterprise Software ,Wakefield,operating,29.4,12400000.0
IP Street, Analytics ,Spokane,operating,29.4,7523637.0
Legend3D, Advertising ,San Diego,operating,29.4,47801705.0
Lithotripsy of Northern Indiana,Unknown,Austin,operating,29.4,470400.0
Lycera, Biotechnology ,Ann Arbor,operating,29.4,45000000.0
MedVentive, Software ,Waltham,operating,29.4,28400000.0
mEgo, Curated Web ,Los Angeles,operating,29.4,7348141.0
Melinta, Biotechnology ,New Haven,operating,29.4,185500000.0
Mformation Technologies, Software ,Edison,operating,29.4,39131961.0
Moontoast, E-Commerce ,San Francisco,operating,29.4,17998631.0
Napo Pharmaceuticals, Biotechnology ,San Francisco,operating,29.4,10081869.0
Narrative Science, Big Data ,Chicago,operating,29.4,32400000.0
Netpulse, Health and Wellness ,San Francisco,operating,29.4,39300000.0
Newdea, Software ,Englewood,operating,29.4,15502937.0
Newsela, Education ,New York,operating,29.4,7156174.0
Nodality, Biotechnology ,South San Francisco,operating,29.4,27039999.0
Nominum, Sales and Marketing ,Redwood City,operating,29.4,41000000.0
OpenLogic, Enterprise Software ,Broomfield,operating,29.4,6400000.0
OQO, Computers ,San Francisco,operating,29.4,39800000.0
Pact Apparel, Manufacturing ,Berkeley,operating,29.4,2200000.0
Panasas, Storage ,Sunnyvale,operating,29.4,65230481.0
Panzura, Software ,Campbell,operating,29.4,58000000.0
Pathwork Diagnostics, Biotechnology ,Redwood City,operating,29.4,43500000.0
"Pictage, Inc.", Photography ,Torrance,operating,29.4,32000000.0
Porous Power, Manufacturing ,Lafayette,operating,29.4,2758222.0
Pressure BioSciences, Biotechnology ,South Easton,operating,29.4,10628756.0
PrimeRevenue, Finance ,Atlanta,operating,29.4,11640001.0
Prodea Systems, Software ,Richardson,operating,29.4,160440179.0
Prolacta Bioscience, Biotechnology ,City Of Industry,operating,29.4,33823892.0
PROVENTIX SYSTEMS, Biotechnology ,Birmingham,operating,29.4,5371254.0
Puppet Labs, Services ,Portland,operating,29.4,85500000.0
Quorum, Network Security ,San Jose,operating,29.4,42906442.0
Rally Software, Health and Wellness ,Boulder,operating,29.4,68850000.0
Recommind, Enterprise Software ,San Francisco,operating,29.4,15000000.0
RedBrick Health, Health and Wellness ,Minneapolis,operating,29.4,46652379.0
ReliOn, Clean Technology ,Spokane,operating,29.4,29000000.0
"Remixation, Inc.", Web Tools ,San Francisco,operating,29.4,5580000.0
Revolution Analytics, Big Data ,Mountain View,operating,29.4,38695399.0
SafetyPay, E-Commerce ,Miami Beach,operating,29.4,14100661.0
Sequent Medical, Health Care ,Aliso Viejo,operating,29.4,65100000.0
Solar Junction, Manufacturing ,San Jose,operating,29.4,58636000.0
Southwest Nanotechnologies, Nanotechnology ,Norman,operating,29.4,5700000.0
Springpad, Web Tools ,Charlestown,operating,29.4,7320977.0
Square, P2P Money Transfer ,San Francisco,operating,29.4,590500000.0
TAGSYS RFID Group, Software ,King Of Prussia,operating,29.4,57884800.0
Talkdesk, Public Relations ,Mountain View,operating,29.4,3000000.0
Tarsa Therapeutics, Biotechnology ,Philadelphia,operating,29.4,111050000.0
Telarix, Software ,Vienna,operating,29.4,29500000.0
Telly, Mobile ,San Francisco,operating,29.4,14500000.0
The Talk Market, E-Commerce ,New York,operating,29.4,2887633.0
TheWrap, Blogging Platforms ,Santa Monica,operating,29.4,3500000.0
ToutApp, Software ,San Francisco,operating,29.4,4620000.0
TransEnterix, Health Care ,Durham,operating,29.4,335891470.0
TrialPay, Advertising ,Mountain View,operating,29.4,55800000.0
Uber, Transportation ,San Francisco,operating,29.4,1507450000.0
UberMedia, Ad Targeting ,Pasadena,operating,29.4,34600000.0
Unilife Corporation, Health Care ,York,operating,29.4,75328948.0
Vivox, MMO Games ,Natick,operating,29.4,22600000.0
WaveTec Vision, Biotechnology ,Aliso Viejo,operating,29.4,78143286.0
Workiva, Software ,Ames,operating,29.4,52583497.0
wpXtreme, Cloud Computing ,Boston,operating,29.4,132000.0
Ziptronix, Semiconductors ,Morrisville,operating,29.4,12000000.0
ZocDoc, Health Care ,New York,operating,29.4,97940002.0
Adknowledge, Mobile Games ,Kansas City,operating,29.3,248000000.0
Agrivida, Biotechnology ,Cambridge,operating,29.3,20249500.0
Aircuity, Clean Technology ,Newton,operating,29.3,12500000.0
AirWalk Communications, Mobile ,Richardson,operating,29.3,46999996.0
AltheaDx, Biotechnology ,San Diego,operating,29.3,10974363.0
Apollo Endosurgery, Health Care ,Austin,operating,29.3,145600000.0
Aquicore, Energy Management ,Washington,operating,29.3,1722500.0
Aspen Aerogels, Clean Technology ,Northborough,operating,29.3,136000000.0
Asteres, Biotechnology ,San Diego,operating,29.3,8000000.0
Auris Surgical Robotics, Biotechnology ,Woburn,operating,29.3,34502390.0
Aventura, Software ,Denver,operating,29.3,22349780.0
BioRelix, Biotechnology ,New Haven,operating,29.3,40664199.0
Blue Calypso, Brand Marketing ,Dallas,operating,29.3,8375000.0
BrightEdge, Search ,San Mateo,operating,29.3,61900000.0
Bunchball, Software ,Redwood City,operating,29.3,12500000.0
Cachet Financial Solutions, Enterprise Software ,Minneapolis,operating,29.3,17331500.0
Charter Communications,Unknown,Stamford,operating,29.3,5162513431.0
Chef, Software ,Seattle,operating,29.3,65000000.0
Chelsio Communications, Web Hosting ,Sunnyvale,operating,29.3,79000000.0
CLK Design Automation, Software ,Littleton,operating,29.3,5610000.0
Clovis Oncology, Health Care ,Boulder,operating,29.3,356962756.0
Corindus, Manufacturing ,Natick,operating,29.3,36617912.0
Covenant Surgical Partners, Biotechnology ,Nashville,operating,29.3,76336992.0
Datalogix, Advertising ,Westminster,operating,29.3,86545843.0
Datapipe, Web Hosting ,Jersey City,operating,29.3,487358426.0
Digital Lumens, Internet of Things ,Boston,operating,29.3,49300645.0
DiVitas Networks, Messaging ,Mountain View,operating,29.3,41644215.0
Elite Pharmaceuticals, Biotechnology ,Northvale,operating,29.3,2005038.0
Encoding.com, Data Security ,San Francisco,operating,29.3,8250000.0
EndoChoice, Biotechnology ,Alpharetta,operating,29.3,58489918.0
Eye-Fi, Cloud Computing ,Mountain View,operating,29.3,36500000.0
Fiksu, Mobile ,Boston,operating,29.3,26749993.0
FirstBest, Software ,Bedford,operating,29.3,16000001.0
Fitbit, Hardware ,San Francisco,operating,29.3,66000000.0
Food52, Cooking ,New York,operating,29.3,9000000.0
FORMA Therapeutics, Biotechnology ,Cambridge,operating,29.3,42500000.0
FRX Polymers, Clean Technology ,Chelmsford,operating,29.3,70475450.0
Goodman Networks, Mobile ,Plano,operating,29.3,296043358.0
Green Plug, Clean Technology ,San Ramon,operating,29.3,0.0
Harvest Power, Clean Technology ,Waltham,operating,29.3,224514000.0
Health Innovation Technologies,Unknown,Madison,operating,29.3,1410015.0
Heat Biologics, Health Care ,Chapel Hill,operating,29.3,15599800.0
High Performance SmarteBuilding, Software ,Austin,operating,29.3,735000.0
HyTrust, Cyber Security ,Mountain View,operating,29.3,34500000.0
Ice Energy, Clean Technology ,Windsor,operating,29.3,92000000.0
Identec Solutions, Tracking ,Addison,operating,29.3,35304000.0
Impliant, Health and Wellness ,Princeton,operating,29.3,21553000.0
Individual Digital, Advertising ,New York,operating,29.3,2835000.0
Inspire Medical Systems, Health Care ,Maple Grove,operating,29.3,57000000.0
